ID,Area,City,Restaurant,Demand,Price,Avg ratings,Total ratings,Food type,Address,Delivery time,Delivery Status
257162,Periyamet,Chennai,The Brooklyn Creamery - Healthy Ice Cream,Low,200,4.7,20,"Healthy Food,Desserts,Ice Cream",Vepery,27,In Time
257408,Athwa,Surat,Lucky Chinese,Low,200,2.9,80,Indian,Athwa,49,Delayed
257581,Salt Lake,Kolkata,Chilli Flakes,Low,300,4,100,"Chinese,Asian",Salt Lake,57,Delayed
257701,Gobra,Kolkata,Bowlout,Low,400,4.4,20,"Healthy Food,Arabian,Continental,Salads",Tiljala Topsia,83,Delayed
257776,Bhowanipore,Kolkata,The Noodle Street,Low,300,4.1,100,"Chinese,Combo",South Kolkata,67,Delayed
257962,Saidabad,Hyderabad,Karachi Bakery Santoshnagar,Low,200,4.6,50,Bakery  Desserts  Fast Food  Snacks,Santoshnagar & Saidabad,49,Delayed
257989,Alipore,Kolkata,Haji Biryani House,Low,280,2.9,20,Biryani,Alipore,74,Delayed
257991,Wanowrie,Pune,Shawarma & Wraps,Low,300,2.9,80,"Chinese,Indian",Wanowrie,66,Delayed
258116,Ashok Nagar,Bangalore,Aaliyar Ambur Dum Biryani,Low,200,2.9,80,Indian,Central Bangalore,37,In Time
258140,Erandwane,Pune,Kaati Zone Rolls & Wraps,Low,150,3.8,20,"Fast Food,Beverages,Bengali,Biryani,Indian,North Indian,Snacks,Street Food",Kothrud,54,Delayed
258357,Dabholi,Surat,The Food Parcel Point,Low,240,2.9,80,"Chinese,Gujarati,Indian",Dabholi Road,61,Delayed
258419,Athwa Station Road,Surat,Bismillah,High,200,4.4,500,"Desserts,Beverages,Ice Cream,Juices",Athwa Station Rd,31,In Time
258539,Banjara Hills,Hyderabad,Nanking C.R - Estd 1957,High,600,4.3,500,Indian,Banjara Hills,75,Delayed
258700,Chembur,Mumbai,The Bombay Churros,Low,800,3.6,20,"Desserts,Spanish",Seawoodsnavi Mumbai,38,In Time
258968,Burrabazar,Kolkata,Machhli Baba Fries,Low,300,4.3,100,Bengali  Fast Food,Burrabazar,46,Delayed
259063,Narayanguda,Hyderabad,Starboy Pizza & Shakes,Low,300,3.6,100,"Pizzas,American,Fast Food,Desserts,Beverages",Old Mla Quarters Road,36,In Time
259101,Mmda Colony,Chennai,Sandwich Master,Low,250,2.9,80,"Indian,Snacks,Fast Food",Kazhipattur,68,Delayed
259560,Bhowanipore,Kolkata,Double Down,Low,200,2.9,80,Indian,Central Kolkata,60,Delayed
259572,Bandra Area,Mumbai,Brasserie1935,Low,600,4.4,20,"North Indian,Chinese,Continental,Pizzas,Salads",Matunga Sion,55,Delayed
259773,Salt Lake,Kolkata,Beijing Bites,Low,300,3.7,50,"Chinese,Asian",Salt Lake,58,Delayed
259841,Lake Town,Kolkata,Kathi Junction,Low,300,4.2,100,"Indian,Fast Food,North Indian",Lake Town,68,Delayed
260216,Andheri East,Mumbai,Bokchoy Bowl,Low,400,4.5,20,Pan-Asian  Chinese  Asian  Thai  Malaysian  Tibetan,Opp Vasant Oasis Society Makhwana Road,57,Delayed
260220,Vastrapur,Ahmedabad,Fitfuel & Co,Low,600,3.8,20,Indian,Vastrapur,51,Delayed
260557,Kurla West,Mumbai,Deepak Farsan Mart,Low,40,4.4,100,Indian,Kurla,39,In Time
260845,Indiranagar,Bangalore,Orbis Restaurant,High,400,3.8,500,"North Indian,Biryani,Arabian,Chinese,Snacks,Beverages,Desserts",Indiranagar,51,Delayed
260926,Raja Annamalai Puram,Chennai,All Day Breakfast Company,High,300,4.5,500,"Beverages,Indian",Alwarpet,69,Delayed
261430,Chembur,Mumbai,Jiffy Meals,Low,200,4,20,Indian,Chembur,53,Delayed
261435,Purasaiwakkam,Chennai,Pizza Square (Pursaiwakkam),Low,300,2.9,80,Pizzas,Adyar,44,In Time
261555,Kalina,Mumbai,Phaksha Mania,Low,400,3.4,20,Chinese,Rajan Road,53,Delayed
261581,Thousand Lights,Chennai,The Samosa Factory,High,200,4.5,500,Snacks,Nungambakkam,46,Delayed
261634,Kothrud,Pune,Mitran Da Junction,Low,300,4.2,100,"North Indian,Chinese",Kothrud,52,Delayed
261707,Koramangala,Bangalore,Raffaele'S Ristorante Pizzeria,Low,800,4.3,100,"Pizzas,Continental,Pastas,Fast Food,Beverages",Koramangala,61,Delayed
261709,Camp,Pune,Jannat Restaurant,Low,200,4,50,North Indian,Camp,33,In Time
261872,Andheri East,Mumbai,Bombay Tandoori,High,250,3.7,500,Indian  Tandoor  Chinese  Mughlai,Marol Sakinaka,54,Delayed
262015,Khar West,Mumbai,Shahi Chulha,Low,300,2.9,80,North Indian  Punjabi  Street Food  Mughlai  Biryani  Tandoor  Arabian,Bandra West,61,Delayed
262087,Redhills,Hyderabad,Imperial Multi-Cuisine Restaurant,High,400,4,1000,"Biryani,Tandoor,North Indian,Chinese,Kebabs,Mughlai",Banjara Hills,39,In Time
262276,Himayatnagar,Hyderabad,Gabru Di Chaap,Low,300,3.9,100,"Fast Food,North Indian",Himayath Nagar,35,In Time
262390,Nava Vadaj,Ahmedabad,Patel S Cafe Bar,Low,200,2.9,80,Continental,Naranpura,50,Delayed
262490,Matunga,Mumbai,Sandwich Coffee House,Low,350,4.3,50,American  Beverages  Fast Food,Matunga Wadala,58,Delayed
263074,Andheri East,Mumbai,Badmash Biryani,Low,350,3.6,50,"Biryani,Mughlai",Marol Industrial Estate,49,Delayed
263077,Andheri East,Mumbai,Bolo Tara Rara,Low,500,4,50,"North Indian,Punjabi",Marol Industrial Estate,54,Delayed
263106,Andheri East,Mumbai,Biryani Hazir Ho,Low,400,4.1,20,"Biryani,Mughlai",Marol Industrial Estate,50,Delayed
263170,Ashok Nagar,Bangalore,Waffle Royale,Low,200,2.9,80,Desserts,Central Bangalore,38,In Time
263224,Anna Nagar,Chennai,Reena Paul'S Kitchen (Unit Of Richnrich),High,300,4.3,500,Indian,Annanagar,67,Delayed
263294,Rohini,Delhi,Mr Chicken Changezi,Low,200,3.7,20,Indian,Rohini,44,In Time
263353,Tollygunge,Kolkata,Khanti Bangali,Low,200,3.9,100,"Bengali,Indian,Desserts,Healthy Food,Beverages,Fast Food,Combo,Snacks,Thalis,Pastas",Jadavpur,92,Delayed
263360,Jadavpur,Kolkata,Riyasat,Low,1000,4.8,20,North Indian,South City Mall,94,Delayed
263383,Paschim Vihar,Delhi,Five Star Dhaba,Low,200,3.8,100,Punjabi,Paschim Vihar,49,Delayed
263989,Narolgam,Ahmedabad,Zk Restaurant,Low,450,3.8,20,"Chinese,Continental,Mangalorean,North Indian",Isanpur,51,Delayed
264058,Lake Town,Kolkata,Pipiz Kitchen,Low,250,3.8,20,"Home Food,Bengali,Indian,Thalis,Snacks",Bangur,81,Delayed
264077,Kondhwa,Pune,Grand Alhamdulillah Hotel,Low,300,3.1,20,"Mughlai,Biryani,Tandoor,Chinese,Indian",Kondhwa,71,Delayed
264201,Vikhroli West,Mumbai,Mandali Swayampak Ghar,Low,500,2.9,80,Biryani,Ghatkopar Vikhroli,61,Delayed
264202,Vikhroli West,Mumbai,Mughal Khabsa,Low,700,2.9,80,Mughlai  Seafood  Beverages,Ghatkopar Vikhroli,60,Delayed
264219,Kilpauk,Chennai,Dindigul Kilappu Kadai,Low,350,4,100,"South Indian,Biryani,Fast Food",Annanagar,51,Delayed
264223,Dum Dum,Kolkata,Gupta & Sons,Low,100,4.3,100,Indian  Chinese  Snacks,Near Orbit Restaurant,88,Delayed
264240,Ashok Nagar,Bangalore,Wow! China,Low,300,3.7,100,"Tibetan,Chinese,Asian,Snacks,Continental,Desserts,Beverages",Church Street,37,In Time
264248,Gariahat,Kolkata,Mint,Low,300,4.7,100,Continental  Healthy Food  Indian,South Kolkata,69,Delayed
264304,Gaddiannaram,Hyderabad,A-1 Chicken Pakoda,High,250,4,1000,"Biryani,Kebabs,Indian,Chinese,Mughlai,Fast Food",Kothapet & Dilsukhnagar,40,In Time
264320,Himayatnagar,Hyderabad,The Waffle Co,Low,200,4.1,100,"Ice Cream,Desserts,Beverages",Himayathnagar,33,In Time
264420,Kothrud,Pune,Maskawala & Co.,High,400,4.4,500,"Snacks,Biryani,Bakery",Kothrud,49,Delayed
264544,Koregaon Park,Pune,Drunken Monkey,Low,400,4.5,50,"Continental,Healthy Food,Beverages",Kalyani Nagar,52,Delayed
264577,Sector 11 Rohini,Delhi,Uncle'S Junkyard,Low,250,2.9,80,"Chinese,Pizzas,Snacks",Rohini,60,Delayed
264634,Bidhannagar,Kolkata,Kloud Kitchen,Low,250,4.1,100,"Tandoor,Chinese,Continental",Salt Lake,63,Delayed
264926,Banjara Hills,Hyderabad,Hard Rock Cafe Hyderabad,Low,900,4,100,"American,Continental,Indian",Balapur Basthi,66,Delayed
265212,Indiranagar,Bangalore,Slay Coffee Bar,Low,200,4.3,100,"Beverages,Desserts",Hal 2Nd Stage,49,Delayed
265679,Anand Nagar,Pune,Riva Gourmet Under The Sky,Low,600,4.4,20,"Indian,Oriental,Continental",Sinhgad Road,65,Delayed
265808,Kondhwa Budruk,Pune,Queens Maggie Fries,Low,250,2.9,80,North Indian,Dhankawadi,72,Delayed
265890,Villivakkam,Chennai,"Madras	Shawarma",Low,150,4.4,20,Snacks,Villivakkam,63,Delayed
265913,Paschim Vihar,Delhi,Momos Xpress,Low,300,3.9,20,Chinese,Paschim Vihar,50,Delayed
265925,Khokhra,Ahmedabad,Map'S Meaty Paradise,Low,450,2.9,80,Fast Food,Maninagar,56,Delayed
266154,Teynampet,Chennai,Canvas By Sketch,Low,1200,4.4,100,"Continental,Asian,Italian,Indian",T Nagar,71,Delayed
266165,Gopalapuram,Chennai,Kai Manam,High,300,4.2,1000,"South Indian,Chettinad,Chinese,Biryani,Combo,Home Food",Royapettah,50,Delayed
266184,Bandra Area,Mumbai,Yauatcha,Low,2000,4.5,100,Chinese,Bandra Area,52,Delayed
266388,Pulikeshi Nagar,Bangalore,The Thick Shake Factory,Low,200,4.4,100,Beverages,John'S Church Road,44,In Time
267395,Habsiguda,Hyderabad,R R Fast Food,Low,150,3.2,20,Chinese,Uppal,53,Delayed
267529,Thousand Lights,Chennai,Kcdas,Low,300,4.5,100,"North Indian,Snacks,Chaat,Sweets",Nungambakkam,40,In Time
267550,Nacharam,Hyderabad,Pizza Paradise,Low,300,4.3,20,Fast Food,Tarnaka Nacharam & Malkajigiri,73,Delayed
267821,Triplicane,Chennai,Amrin Biriyani,Low,250,4.3,20,Biryani,Royapettah,41,In Time
268138,Marol Sakinaka,Mumbai,Cafe Ayaan,Low,250,2.9,80,Indian,Kurla,49,Delayed
268311,Rohini,Delhi,Dawat Art Of Cooking,Low,250,2.9,80,North Indian,Prashant Viharrohini Sector 14,55,Delayed
268591,Garfa,Kolkata,Cafe Bukpocket,Low,250,4.2,20,Fast Food,Santoshpur,92,Delayed
268713,Indiranagar,Bangalore,Sushiblr,Low,750,2.9,80,Continental,Indiranagar,63,Delayed
269001,Thousand Lights,Chennai,Chai Glass,Low,200,3.9,100,"Desserts,Bakery,Beverages,Snacks,Pastas",Kannammai Building Anna Salai,52,Delayed
269113,Pulikeshi Nagar,Bangalore,The Grill And Cheese Cafe,Low,450,4.3,50,"Snacks,Fast Food,Bakery",Frazer Town,52,Delayed
269919,Kothrud,Pune,De Bakers Lounge,Low,400,2.9,80,Desserts,Kothrud,59,Delayed
269958,Banjara Hills,Hyderabad,Iqbatan Restaurant,Low,500,2.9,80,"Arabian,Mughlai,Indian",Banjara Hills,57,Delayed
270043,Navrangpura,Ahmedabad,Little French House - Bakery & Cafe,Low,500,4.2,100,Cafe,Navrangpura,44,In Time
270072,Narayan Peth,Pune,Sanskruti Pure Veg,Low,300,2.9,80,South Indian,Nc Kelkar Road,32,In Time
270210,Drive In Road,Ahmedabad,Cake Dengo Cake Shop,Low,500,4.1,100,Desserts,Gurukul Rod,50,Delayed
270336,Manicktala,Kolkata,Jitendra'S Hotel,Low,300,2.7,20,Indian,Hatibagan,51,Delayed
270665,Paikpara,Kolkata,Rakshit Cakes And Restaurant,Low,250,3.5,100,"Bakery,Desserts,Bengali,Fast Food,Snacks,Sweets",Dumdum,63,Delayed
270926,Chembur,Mumbai,Pizza Terracotta,Low,400,4.1,20,"Pizzas,Fast Food,Snacks,Italian",Chembur,56,Delayed
271064,Bentinck St.,Kolkata,Alfresco - The Lalit Great Eastern,Low,1100,2.9,80,Indian,Esplanade,57,Delayed
271624,Bandra Area,Mumbai,Street Foods By Punjab Grill,Low,300,3.7,100,North Indian,Bandra East,44,In Time
271950,Ayanavaram,Chennai,Sri Raghavendra Mess,High,175,4.3,500,"South Indian,North Indian,Chinese",Ayanavaram,55,Delayed
272029,Moti Nagar,Delhi,Chinese Food Nation,Low,300,3.7,20,"Continental,Chinese",Moti Nagar,69,Delayed
272303,Gariahat,Kolkata,Tribe,Low,800,4.5,20,American,South Kolkata,74,Delayed
272388,Sangamvadi,Pune,Conrad Pune,Low,2000,4.4,20,"Continental,Italian",Koregaon Park,53,Delayed
272464,Someshwarpura,Bangalore,Conrad Bengaluru,Low,1200,2.9,80,"Asian,Indian,North Indian,Chinese,Biryani,Lucknowi,Pan-Asian,European,Mughlai,Bakery,Awadhi,Japanese,Sweets,Sushi",Central Bangalore,58,Delayed
273161,Ashok Nagar,Bangalore,Biggies Burger 'N' More,Low,300,4.1,50,"Fast Food,American,Attractive Combos Available,Beverages,Combo,Desserts,Snacks",Central Bangalore,38,In Time
273277,Park Street Area,Kolkata,Ilish Truly Bong Restaurant,Low,1100,3.7,20,Indian,Central Kolkata,56,Delayed
273836,Paikpara,Kolkata,Mayer Hater Ranna,Low,250,4.2,100,"Bengali,Thalis",Paikpara,73,Delayed
274120,Nungambakkam,Chennai,Tandoori Combo Co,Low,300,4.4,100,"North Indian,Indian,Tandoor,Mughlai,Lucknowi,Combo",Nungambakkam,50,Delayed
274856,Ghatkopar East,Mumbai,Mealful Rolls - Meals In A Roll,Low,250,4.1,20,"North Indian,Desserts,Snacks,Indian",Ghatkopar (E),43,In Time
274910,Beniapukur,Kolkata,Green Olive,Low,500,4.1,50,"Indian,Chinese",Esplanade,60,Delayed
275137,Indiranagar,Bangalore,A Naidu'S Ootada Mane,Low,250,3.6,50,Indian,2Nd Main Road,52,Delayed
275167,Usmanpura,Ahmedabad,Tinello By Hyatt Regency,Low,800,2.9,80,"Italian,Chinese,Indian",Usmanpura Ashram Road,53,Delayed
275349,Rajajinagar,Bangalore,Juice Shop,Low,150,3.8,100,"Juices,Beverages,Desserts,Ice Cream",Basaveshwaranagar,57,Delayed
275376,Paschim Vihar,Delhi,Delhi Cart & Bakers By Radisson Blu,Low,1000,4.1,20,"Biryani,North Indian,Punjabi,Oriental,Sweets,Desserts,Thai,Chinese,Mughlai",Paschim Vihar,58,Delayed
276557,Shivajinagar,Pune,Asia Kitchen By Mainland China,Low,850,4.5,100,"Asian,Chinese,Oriental",Pyramid Mall,55,Delayed
276859,Wanowrie,Pune,Magic Mikes  Burger Therapy,Low,500,4.4,100,"Snacks,Fast Food",Kondhwa,70,Delayed
277176,Ballygunge,Kolkata,Asia Kitchen By Mainland China,Low,850,4.5,50,"Asian,Chinese,Oriental",Gurusaday Road,66,Delayed
277337,Kurla,Mumbai,Kurla Rasoi,Low,300,2.9,80,Indian,Kurla,43,In Time
277440,Egmore,Chennai,"The	Pepper	Fry",Low,150,2.9,80,Fast Food,Nungambakkam,39,In Time
277553,Powai Area,Mumbai,24/7 Restaurant - The Lalit,Low,1100,2.9,80,Asian  European  Italian,Powai Area,63,Delayed
277865,Chennai,Chennai,Ck'S Bakery,Low,150,2.9,80,"Bakery,Fast Food",Nungambakkam,46,Delayed
277965,Basavanagudi,Bangalore,Dwarkamai Pure Veg Restaurant,Low,400,4.1,100,"North Indian,Chinese,Tandoor",Basavanagudi,49,Delayed
278551,Rajajinagar,Bangalore,Kava - Fairfield By Marriott Rajajinagar,Low,700,3.3,20,"Indian,Continental",Basaveshwaranagar,65,Delayed
278558,Ashok Nagar,Bangalore,The Ritz-Carlton - The Market,Low,1000,4.1,20,"Indian,Continental,Asian",Central Bangalore,52,Delayed
278656,Golpark,Kolkata,Chinese Combo World,High,300,3.7,500,"Chinese,Combo",South Kolkata,72,Delayed
278862,T. Nagar,Chennai,Coal Barbecues Express,Low,1400,2.8,20,Barbecue,Bazlullah Road,92,Delayed
279060,Ashok Nagar,Bangalore,Sikandar Rolls,Low,300,4.5,100,"North Indian,Fast Food,Biryani,Kebabs,Combo,Beverages,Desserts",Central Bangalore,45,Delayed
279580,Bhowanipore,Kolkata,Punjab Di Thali,High,300,4.1,500,"Thalis,Combo,North Indian",South Kolkata,67,Delayed
279629,Karve Nagar,Pune,Solanki Ice Creams,Low,120,2.9,80,Ice Cream,Karve Nagar,67,Delayed
279815,Indiranagar,Bangalore,Maggination,Low,200,2.9,80,Fast Food,Indiranagar,61,Delayed
279824,Ashok Nagar,Bangalore,The Empire Juice Shop,Low,200,3.5,20,"Juices,Ice Cream",Central Bangalore,39,In Time
279863,Rohini,Delhi,Home Plate,High,160,4.2,500,"Home Food,North Indian,Healthy Food,Thalis,Desserts,Indian,Punjabi",Sector 7,32,In Time
279873,Banashankari,Bangalore,Waffle Head,Low,250,2.9,80,"Desserts,Beverages",Jayanagar,48,Delayed
280126,Wanowrie,Pune,Banarasiya,Low,400,2.9,80,Tandoor,Wanowrie,65,Delayed
280130,Wanowrie,Pune,Lahori Tadka,Low,400,2.9,80,Indian,Wanowrie,65,Delayed
280335,Domlur,Bangalore,Savory Platters By Upp,Low,300,4,20,"American,Continental,French,Beverages",Indiranagar,66,Delayed
280507,T. Nagar,Chennai,Courtyard By Marriott,Low,700,4.3,100,"Biryani,Combo,Pizzas,Home Food,Indian,Continental,Chinese,Asian",T Nagar,67,Delayed
280870,Wanowrie,Pune,Peshavari Tadka,Low,400,2.9,80,"Indian,Thalis,Chinese",Wanowrie,65,Delayed
281035,Kurla West,Mumbai,Monginis,Low,200,4.5,20,"Bakery,Desserts",Kurla,33,In Time
281155,Rajajinagar,Bangalore,South Spicy Bites Xpress,Low,299,4.2,50,"Biryani,Coastal,Mangalorean,Seafood,Chinese,South Indian",Basaveshwaranagar,55,Delayed
281602,Erandwane,Pune,Harvest Club,Low,700,2.9,80,"Indian,Chinese,Continental",Shivaji Nagar,53,Delayed
281710,Ashok Nagar,Bangalore,Jw Kitchen - Jw Marriott,Low,1000,4.1,50,"Indian,Continental",Central Bangalore,40,In Time
281885,Ashok Nagar,Bangalore,Itc Gardenia - Flavours,Low,1000,4.2,20,"Indian,Continental,North Indian,Biryani,Desserts",Central Bangalore,49,Delayed
282046,Wanowrie,Pune,Punjabi Dhaba,Low,400,2.9,80,North Indian,Wanowrie,65,Delayed
282159,Broadway Mall,Kolkata,Biggies Burger,High,300,4.3,500,"Indian,Fast Food",Salt Lake,55,Delayed
282240,Choolaimedu,Chennai,Al Darik Beef Briyani,Low,200,3.8,100,South Indian,Vadapalani,65,Delayed
282408,Lake Town,Kolkata,Hashtag Bangali,Low,300,3.1,20,Bengali,Lake Town,88,Delayed
282497,Nungambakkam,Chennai,Achayathis Restaurant,High,600,4.3,1000,Kerala,Nungambakkam,63,Delayed
282620,Anna Nagar,Chennai,Bunwich,Low,200,3.5,20,"Beverages,Fast Food",Annanagar,78,Delayed
282990,Bidhannagar,Kolkata,Once Upon A Noodle By Ambuja Neotia,Low,599,4.4,100,Chinese,Salt Lake,72,Delayed
283144,Athwa,Surat,Monginis,Low,0,2.9,80,Desserts,Udhyognagar,46,Delayed
283258,Sinthee,Kolkata,Petuk Hori,Low,200,2.9,80,"Combo,Bengali,Thalis",Dumdum,85,Delayed
283560,Nana Varachha,Surat,Mr P Egg World,Low,199,2.9,80,Indian,Sarthana,61,Delayed
283741,Chembur,Mumbai,Coffee Take Away,Low,200,4.2,100,North Indian  Beverages  Fast Food  Snacks  Indian,Chembur,57,Delayed
283945,Taltala,Kolkata,Kathleen,Low,400,4.2,100,Desserts,Free School Street,39,In Time
284335,Santacruz,Mumbai,Home Plate,Low,160,3.9,100,Home Food  North Indian  Healthy Food  Thalis  Desserts  Indian  Punjabi,Scruz Bandra East,38,In Time
284374,Gandhi Nagar,Bangalore,Lush - Renaissance Bengaluru Race Course Hotel By Marriott.,Low,800,2.9,80,"Indian,Continental,Oriental,Asian",Majestic,55,Delayed
284472,Annanagar East,Chennai,Quality Fast Food,Low,400,3.8,20,"Chinese,Indian",Annanagar,56,Delayed
284638,Bidhannagar,Kolkata,Dariole,Low,150,4.4,100,"Bakery,Desserts",Sector 1,60,Delayed
284648,Purba Barisha,Kolkata,Calcutta Canteen,Low,500,2.9,80,Bengali,Science City Area,71,Delayed
284671,Powai Area,Mumbai,China Gate (Mahakali - Andheri East),Low,1200,4.3,50,Chinese,Powai Area,70,Delayed
284757,Santacruz East,Mumbai,Only Chicken Asian Fusion,Low,300,2.9,80,Chinese,Scruz Bandra East,42,In Time
284759,Santacruz East,Mumbai,Asian Golden Fish,Low,300,2.9,80,Chinese,Scruz Bandra East,37,In Time
284774,Koramangala,Bangalore,Biergarten Brewery & Kitchen,Low,750,4.1,100,"Continental,Pizzas,North Indian,Chinese,Asian,South Indian",Koramangala,62,Delayed
284795,Dum Dum,Kolkata,24*7 Cafe,Low,150,4.3,50,Snacks  Indian  Chinese,Tamali Apartment,89,Delayed
284800,Chembur,Mumbai,Maggi House,Low,150,2.9,80,Fast Food,Chembur,62,Delayed
285018,Shivajinagar,Pune,Soaham Dining Hall And Food Zone,Low,300,3.8,20,Combo,Shivaji Nagar,45,Delayed
285101,Kavadiguda,Hyderabad,Okra - Marriott,High,1000,3.9,500,"North Indian,Chinese,Biryani",Kavadiguda,70,Delayed
285118,Mota Varachha,Surat,Shree Annapoorna Family Restaurant,Low,250,4.6,20,"Indian,Chinese,South Indian,Punjabi,Fast Food",Mota Varachha,62,Delayed
285460,Anna Nagar West Extension,Chennai,The Shawarma Joint,Low,250,4.1,50,North Indian,Mogappair,85,Delayed
285529,Ashok Nagar,Bangalore,Kanti Sweets,Low,100,4.4,50,Sweets,Central Bangalore,31,In Time
285852,Taltala,Kolkata,Starbucks Coffee,Low,400,4.2,100,Beverages  Ice Cream,Park Mansion,54,Delayed
285926,Wanowrie,Pune,Nizams Biryani,Low,400,2.9,80,Indian,Wanowrie,65,Delayed
286076,Rajajinagar,Bangalore,Home Plate,Low,160,4.1,100,"Home Food,North Indian,Andhra,Healthy Food,Thalis,Desserts,Indian,Punjabi",Rajajinagar,57,Delayed
286175,Raja Annamalai Puram,Chennai,Spectra At The Leela Palace,Low,1200,2.9,80,"North Indian,South Indian,Pan-Asian,Continental,Biryani,Pizzas",Adyar,86,Delayed
286182,Anna Nagar,Chennai,Noodle Doodle,Low,250,3.7,20,"Chinese,Combo,Tibetan",Annanagar,70,Delayed
286445,Usmanpura,Ahmedabad,Zodiac By Fortune Landmark,Low,600,4,20,"North Indian,South Indian,Oriental,Chinese,Thai,Continental,American,Italian,Desserts",Ashram Road,48,Delayed
286609,Choolaimedu,Chennai,The Madras Shawarma,Low,200,4.2,20,Indian,Choolaimedu,61,Delayed
286625,Vastrapur,Ahmedabad,Biryani Kitchen & Bengali Sweet,Low,250,3.7,50,"Biryani,Tandoor,Bengali",Sandesh Press Roadbodakdev,51,Delayed
287122,Dhakuria,Kolkata,The Food Chain,Low,250,3.7,20,"Fast Food,Chinese",Dhakuriya,81,Delayed
287238,Bidhannagar,Kolkata,Khana To Banti Hai,Low,250,2.9,80,Bakery  Fast Food  Snacks,Salt Lake,83,Delayed
287285,Entally,Kolkata,Kathleen,High,300,4.2,500,Desserts,Esplanade,40,In Time
287342,Tollygunge,Kolkata,Tolly Cafe,Low,250,2.9,80,Bengali  Chinese,South Kolkata,87,Delayed
287548,Powai Area,Mumbai,Jw Cafe - Jw Marriott Mumbai Sahar,Low,1200,2.9,80,"North Indian,Continental,Asian,European,Desserts",Powai Area,64,Delayed
287790,Chembur,Mumbai,Fryday The 13Th,Low,200,3.9,20,"Fast Food,Snacks,Italian",Chembur,49,Delayed
287933,Chembur,Mumbai,Mind The Gap Burgers,Low,200,4,50,"Fast Food,Snacks,American",Chembur,58,Delayed
287941,Indiranagar,Bangalore,Roll-A-Pao,Low,450,2.9,80,Fast Food,Indiranagar,61,Delayed
287942,Ashok Nagar,Bangalore,Mom Made,Low,450,2.9,80,North Indian,Central Bangalore,36,In Time
287952,Kothapet,Hyderabad,Gv'S Hotel Godavari,Low,150,4.3,100,Indian,Kothapet & Dilsukhnagar,57,Delayed
287979,Chembur,Mumbai,Keto Cop,Low,200,4,100,"Keto,Indian,Italian,Continental,Snacks",Chembur,51,Delayed
288388,Shivajinagar,Pune,Starbucks Coffee,Low,400,4.3,100,"Beverages,Ice Cream",Fc Road,44,In Time
288423,Narayan Nagar,Ahmedabad,New Purohit Chawana And Sweet Mart,Low,200,4.1,50,Snacks,Paldi & Ambawadi,35,In Time
288470,Andheri East,Mumbai,The Bigg Small Cafe,Low,500,2.9,80,Continental  Italian  Indian  Chinese,Marol Sakinaka,52,Delayed
288523,Vadapalani,Chennai,Eame'S & Semmy'S Annapoorni Kitchen,Low,250,4.3,100,"Andhra,South Indian,North Indian,Biryani",Vadapalani,86,Delayed
288625,Banjara Hills,Hyderabad,Superlean Meals,Low,300,4.2,100,Healthy Food  Juices  Continental,Zahra Nagar,63,Delayed
288878,Egmore,Chennai,Oasis - Radisson Blu Hotel,Low,600,2.9,80,"Chinese,Indian",Egmore,53,Delayed
289028,Egmore,Chennai,The Great Kabab Factory,Low,600,2.9,80,Kebabs,Egmore,51,Delayed
289133,Rohini,Delhi,Uncle Butter Omelette,Low,250,2.9,80,Snacks,Rohini,61,Delayed
289145,Rohini,Delhi,Deluxe Butter Omlette,Low,200,2.9,80,North Indian,Rohini,59,Delayed
289241,Erandwane,Pune,The Dessert Zone,Low,300,4.2,50,"Bakery,Desserts,Ice Cream,Beverages",Kothrud,50,Delayed
289261,New Tippasandra,Bangalore,Box8 - Desi Meals,Low,250,4.1,100,"North Indian,Biryani,Combo,Snacks",Indira Nagar,61,Delayed
289332,Santacruz East,Mumbai,Box8 - Desi Meals,Low,250,3.7,100,"North Indian,Biryani,Combo,Snacks",Vakola,39,In Time
289368,Toli Chowki,Hyderabad,The Frozen Village,Low,300,2.9,80,Desserts,Tolichowki,84,Delayed
289374,Jubilee Hills,Hyderabad,Chopstick Chan,Low,200,4.1,50,Chinese,Madhapur,76,Delayed
289676,Lake Town,Kolkata,Bangalir Petpujo,Low,200,3.5,20,Bengali  Indian  Combo,Lake Town,83,Delayed
289696,Shivajinagar,Pune,Smoke House Deli,Low,800,4,50,"European,Italian,American,Pastas,Salads,Juices,Desserts,Combo",Fc Road,49,Delayed
289697,Gandhi Nagar,Bangalore,Basaveshwara Khanavali,Low,200,4.2,20,South Indian,Majestic,47,Delayed
289868,Marol Sakinaka,Mumbai,Uncle'S Chinese Marol,Low,250,4.4,20,Chinese,Marol Sakinaka,59,Delayed
289953,Chembur,Mumbai,Vaishali Garden Restaurant,Low,600,4.3,50,"South Indian,Indian,North Indian,Chinese,Biryani,Tandoor",Chembur,46,Delayed
