ID,Area,City,Restaurant,Demand,Price,Avg ratings,Total ratings,Food type,Address,Delivery time,Delivery Status
322877,Ghatkopar East,Mumbai,Sunil Sandwich And Gaurav Juice Centre,Low,200,4.3,50,Fast Food,Ghatkopar Vikhroli,47,Delayed
323244,Santacruz East,Mumbai,Fast Food Corner By Tejal'S Kitchen,Low,400,2.9,80,"Fast Food,Continental",Next To Raj Auto Garageyashwant Nagar Kalina,51,Delayed
323298,Ashok Nagar,Bangalore,Cold Stone Creamery,Low,200,4,50,"Ice Cream,Desserts,Beverages",Garuda Mall,48,Delayed
323332,Sanjay Nagar,Surat,Hotel Shyam,Low,200,3.7,50,"Punjabi,Rajasthani,Gujarati,Thalis,Chinese,Home Food,Desserts,Sweets,Snacks,Indian,North Indian,Beverages",Parvat Patiya,48,Delayed
324194,Santacruz East,Mumbai,Tejal'S Kitchen,High,400,4.4,500,"Gujarati,Rajasthani,Jain",Next To Raj Auto Garageyashwant Nagar Kalina,49,Delayed
324199,Bidhannagar,Kolkata,Tiffin Express,Low,200,4,50,Indian,Salt Lake,77,Delayed
324615,East Kolkata Township,Kolkata,Snack Shack By Chatar Patar,High,200,4.4,500,"Snacks,Chaat,Fast Food,Cafe,Beverages,Pastas,Indian,Healthy Food",Ruby Area,76,Delayed
325490,Anna Nagar West,Chennai,Dessert Addiction,Low,299,4.4,100,"Desserts,Ice Cream",Annanagar,65,Delayed
326125,Jayanagar,Bangalore,Davanagere Benne Dose,Low,120,4.1,100,South Indian,4Th Block Jayanagar,49,Delayed
326266,Kalyan Nagar X Roads,Hyderabad,Gelatica Gelato - Ice Cream & Sorbet The Finest,Low,200,4.5,50,Ice Cream  Desserts,Ameerpet,71,Delayed
326404,Mitul Square Piplod,Surat,Bake Master,Low,200,3.8,100,"Pizzas,American,Italian,Fast Food,Snacks",Vesu,60,Delayed
327732,Shankarapura,Bangalore,Foodism.In,Low,300,2.9,80,"Home Food,North Indian,Biryani,Thalis,Beverages,Chinese,Healthy Food,Indian,Combo",Basavanagudi,49,Delayed
327847,Navrangpura,Ahmedabad,Nic Natural Ice Creams,High,120,4.6,500,"Ice Cream,Desserts",Navrangpura,30,In Time
328134,Santacruz East,Mumbai,Sandwizzaa,High,250,4.6,500,Fast Food,Scruz Bandra East,31,In Time
328148,Gurukul,Ahmedabad,Sandwich Boxx,Low,250,3.7,20,"Street Food,Fast Food",Vastrapur,50,Delayed
328323,Malleshwaram,Bangalore,Swathi Restaurant,Low,300,4.3,20,Indian,Sheshadripuram,52,Delayed
329070,Abids,Hyderabad,Kamath Hotel,High,200,4.4,500,South Indian,Abids & Koti,29,In Time
329353,Khokhra,Ahmedabad,Kolhapuri Missal Pav,Low,200,2.9,80,"Maharashtrian,South Indian,Fast Food",Maninagar,50,Delayed
329598,Tiljala,Kolkata,Phuchka King,Low,100,3,20,Chaat,Ruby Area,79,Delayed
329704,Egmore,Chennai,Sandwich Town,Low,200,2.9,80,Snacks,Egmore,39,In Time
329710,Egmore,Chennai,Thickshake Town,Low,200,2.9,80,Juices,Egmore,38,In Time
329847,Kodambakkam,Chennai,Mahaganapathy Cafe,High,200,4.3,1000,"Indian,Chinese,South Indian",Kodambakkam,75,Delayed
331126,Lake Town,Kolkata,Rasoi Jalpan,Low,200,4.4,50,Indian,Lake Town,71,Delayed
331889,Maninagar,Ahmedabad,Pizza Gram,Low,200,2.9,80,"Pizzas,Indian",Maninagar,48,Delayed
332460,Ashok Nagar,Bangalore,Happy Buddha,Low,450,2.9,80,"Chinese,Oriental",Central Bangalore,46,Delayed
332709,Piplod,Surat,Followers Food Factory-F3,Low,200,2.9,80,"Snacks,Chinese,Continental",Piplod,39,In Time
333038,Topsia,Kolkata,Cake N Cooki,Low,300,2.9,80,Bakery,Tangra,78,Delayed
334023,Ellisbridge,Ahmedabad,Danny'S Coffee Bar,Low,500,3.6,20,Fast Food,Navrangpura,35,In Time
334030,Satellite,Ahmedabad,D And C Frankie,Low,400,2.9,80,Snacks,Vastrapur,49,Delayed
334172,Shanti Nagar,Bangalore,Rajasthani Dhaba,Low,200,3.8,100,North Indian,Shantinagar,40,In Time
334347,Bidhannagar,Kolkata,Frozen Bottle,Low,250,4.1,20,"Beverages,Ice Cream,Desserts",Sector-2,65,Delayed
335325,Abids,Hyderabad,Natural Ice Cream,Low,150,4.3,100,Ice Cream,Abids,33,In Time
335655,Mohammed Wadi,Pune,La Kheer Deli,Low,150,2.9,80,Desserts,Kondhwa,67,Delayed
336063,Banjara Hills,Hyderabad,Haldirams,High,200,4.3,500,"Snacks,Indian",Banjara Hills,63,Delayed
336065,Karkhana,Hyderabad,Haldirams,High,250,4.3,1000,Indian  Fast Food,Kharkhana & Trimulgherry,67,Delayed
336517,Athwa,Surat,Go Punjab,Low,300,2.9,80,"Punjabi,North Indian,Combo,Thalis",City Light,46,Delayed
337008,Padma Nagar Colony,Hyderabad,Mjr Pan Shop,Low,100,4.2,20,"Paan,Indian",Santoshnagar & Saidabad,67,Delayed
337668,Tagore Garden Extension,Delhi,Cake World,Low,300,2.9,80,"Desserts,Snacks,Continental",Rajouri Garden,74,Delayed
338103,Rohini,Delhi,Shree Vaishno Rasoi,Low,250,4.3,20,"Tandoor,Chinese,Biryani",Rohini,50,Delayed
338386,Vastral,Ahmedabad,Shree Atalji Khana Khajana,Low,200,3.9,20,North Indian,Vastral,73,Delayed
338685,Bidhannagar,Kolkata,So Southy,Low,300,4,100,"South Indian,Jain,Desserts,Beverages",Salt Lake,81,Delayed
339560,Santacruz East,Mumbai,Burma Burma,Low,1000,4.6,100,"Asian,Burmese",Scruz Bandra East,52,Delayed
339637,New Alipore,Kolkata,Muah Fuchka,Low,300,3.9,100,Indian,Alipore,84,Delayed
339770,Umarwada,Surat,Swaminarayan Khichdi,Low,200,2.9,80,"North Indian,Juices,Combo",Parvat Patiya,43,In Time
340197,Tagore Garden Extension,Delhi,Murthal Xpress,Low,250,3.8,100,"North Indian,Chaat,Thalis,Tandoor,Indian,Desserts",Rajouri Garden,74,Delayed
340288,Karve Nagar,Pune,Coffee Booth,Low,200,4.4,20,Beverages,Kothrud,48,Delayed
340451,Central Bangalore,Bangalore,Thalis  Bowls & More,Low,300,2.9,80,"Pizzas,North Indian,American,Thalis,Beverages,Combo,Punjabi",Central Bangalore,50,Delayed
340615,Central Kolkata,Kolkata,Bhimnag'S Brother Sreenath Nag,Low,200,4.1,50,Indian,Bhattacharyya Road,43,In Time
341033,Rithala Rohini,Delhi,Bakingo,High,300,4.3,500,"Bakery,Desserts,Beverages,Snacks",Rohini,38,In Time
341078,Anna Nagar,Chennai,Bamboo Kitchen,Low,400,4.2,50,"Chinese,Thai",Annanagar,71,Delayed
341232,Ellisbridge,Ahmedabad,London Yard Pizza,Low,700,4,50,"Pizzas,American,Italian",Paldi & Ambawadi,30,In Time
341472,Rabindra Sarovar,Kolkata,The Spice Factory,Low,250,3.4,50,"North Indian,Beverages",Jadavpur,85,Delayed
341805,Himayatnagar,Hyderabad,Cake L'Amore,High,200,4.1,500,"Bakery,Beverages,Desserts",Himayath Nagar,42,In Time
341858,Kilpauk,Chennai,Vanakkam,Low,100,2.9,80,"South Indian,Snacks",Kilpauk,52,Delayed
342025,Sion,Mumbai,Dessert Cloud - Sion,Low,400,4.2,100,Desserts  Beverages,Sion,43,In Time
342719,Naroda,Ahmedabad,Cake Point,Low,100,2.9,80,"Bakery,Desserts,Combo,Indian",Naroda,78,Delayed
342720,Naroda,Ahmedabad,Agarwal Cake & Bakery,Low,100,2.9,80,"Bakery,Desserts,Combo,Indian",Naroda,79,Delayed
342744,Kuber Nagar,Ahmedabad,Cake Corner,Low,100,2.9,80,"Bakery,Desserts,Combo,Indian",Naroda,79,Delayed
342814,Kuber Nagar,Ahmedabad,Cake Adda,Low,100,2.9,80,"Bakery,Desserts,Combo,Indian",Naroda,80,Delayed
342909,Haltu,Kolkata,New Maa Kali South Indian Food Centre,Low,400,3,20,South Indian,Santoshpur,88,Delayed
343565,Isanpur,Ahmedabad,Cake Corner,Low,100,2.9,80,"Desserts,Bakery,Combo,Indian",Isanpur,78,Delayed
343566,Kuber Nagar,Ahmedabad,Cake Adda,Low,100,2.9,80,"Bakery,Desserts,Combo,Indian",Naroda,80,Delayed
343567,Kuber Nagar,Ahmedabad,Cake Walas,Low,100,2.9,80,"Bakery,Desserts,Combo,Indian",Naroda,81,Delayed
343594,Rajajinagar,Bangalore,Sicilia Pont (Italian Restaurant ),Low,300,4,20,"Pizzas,Italian,Desserts,Beverages,Fast Food,Snacks",Rajajinagar,55,Delayed
343858,Kurla,Mumbai,Cake Corner & Bakery,Low,100,2.9,80,"Bakery,Desserts,Combo,Indian",Kurla West,44,In Time
344757,New Alipore,Kolkata,Jyoti Sweets & Snacks,Low,100,2.9,80,Sweets,Bp Poddar Hospital,81,Delayed
345540,Egmore,Chennai,Munchberry,Low,100,2.9,80,"Bakery,Indian,Snacks",Sindur Plaza,39,In Time
345639,Kankurgachi,Kolkata,Tewari Confectioners Mithaiwala Pvt Ltd,High,150,4.4,500,Sweets  Chaat  Fast Food  Snacks,Burrabazar,39,In Time
346078,Lake Town,Kolkata,The Red Asian,Low,300,4.3,100,"Chinese,Combo,Continental,Fast Food,Snacks,Pastas,North Indian,Indian",Bangur Avenue,74,Delayed
346309,Isanpur,Ahmedabad,Cheeze Adda,Low,400,2.9,80,North Indian,Isanpur,53,Delayed
346529,Paldi,Ahmedabad,Star The Cake Shop,Low,200,2.9,80,"Bakery,Desserts",Paldi & Ambawadi,35,In Time
347235,Kurla,Mumbai,Cake Corner,Low,100,2.9,80,"Bakery,Desserts,Combo,Indian",Kurla West,41,In Time
347416,Egmore,Chennai,Tea Liteful,Low,200,4.6,20,"Beverages,Snacks,Continental",Egmore,40,In Time
347553,Gopalapuram,Chennai,Annavilasam Gourmet Veg,Low,200,4.4,100,"South Indian,North Indian,Oriental,Snacks",Royapettah,56,Delayed
347621,Athwa,Surat,La Pino'Z Pizza,High,300,4.3,500,"Pizzas,Italian,Snacks,Desserts,Beverages",Parle Point,46,Delayed
348570,Mota Varachha,Surat,Bombay Grill,Low,400,2.9,80,"Pizzas,Fast Food",Mota Varachha,64,Delayed
349062,Periyamet,Chennai,Binge Pop,Low,200,2.9,80,Continental,Purasawalkam,37,In Time
349173,Perambur,Chennai,Bon Appet-Eat,Low,200,2.9,80,"Snacks,American,Beverages,Desserts",Perambur,72,Delayed
349791,Navrangpura,Ahmedabad,Johnny Da Dhaba,Low,200,2.9,80,"Indian,North Indian,Chinese",Navrangpura,38,In Time
349802,Bhowanipore,Kolkata,Dhaba Walla,Low,300,3.1,20,"North Indian,Tandoor,Fast Food,Combo,Chinese",Central Kolkata,69,Delayed
350979,Barabazar Market,Kolkata,Amritsari,Low,300,4.2,20,"North Indian,Punjabi",Burrabazar,45,Delayed
351022,Old Washermanpet,Chennai,Hotel Shanmuga,Low,200,2.9,80,South Indian,Royapuram,59,Delayed
351123,Bandra East,Mumbai,Grameen Kulfi,Low,120,4.4,50,"Ice Cream,Desserts",Hsg Society,38,In Time
351392,Chetpet,Chennai,Kailash Parbat,High,300,4.1,500,"Fast Food,North Indian,Street Food",Chetpet,55,Delayed
352002,Vatva,Ahmedabad,Mom'S Boys Cafe,Low,200,2.9,80,"Indian,Pizzas,Beverages",Vatva,80,Delayed
352546,Nanpura,Surat,Center Point -Gandhi Smruti,High,200,4.1,1000,"Chinese,Pizzas,Continental,Indian,Street Food,Thalis",Athwa,28,In Time
352561,Vastrapur,Ahmedabad,Bhog,Low,200,2.9,80,"North Indian,Rajasthani,Chaat,Fast Food",Vastrapur,49,Delayed
353098,Rohini,Delhi,Cuoco,Low,350,2.9,80,"Continental,Beverages,Italian,Fast Food",Rohini,55,Delayed
353575,Chembur,Mumbai,Keventers Ice Cream,Low,300,3.9,20,Ice Cream  Desserts,Sion Trombay Road,46,Delayed
354703,Saki Naka,Mumbai,Keventers Ice Cream,Low,300,2.9,80,"Ice Cream,Desserts",Phoenix Market City,56,Delayed
354746,Kurla,Mumbai,Cake Factory,Low,100,2.9,80,"Bakery,Desserts,Indian,Combo,Sweets",Kurla West,42,In Time
354753,Kurla,Mumbai,Bonjour Cakes,Low,100,2.9,80,"Bakery,Indian,Desserts,Combo,Sweets",Kurla West,42,In Time
354754,Kurla,Mumbai,Cake Adda,Low,100,2.9,80,"Indian,Bakery,Desserts,Combo,Sweets",Kurla West,45,Delayed
354757,Kurla,Mumbai,Cake Paradise,Low,100,2.9,80,"Indian,Bakery,Desserts,Combo,Sweets",Kurla West,51,Delayed
355352,Paschim Vihar,Delhi,Grameen Kulfi,Low,120,4.3,20,"Ice Cream,Desserts",Paschim Vihar,34,In Time
355702,T Nagar,Chennai,Sugarcane Jks Shop,Low,200,2.9,80,"Street Food,Indian,Beverages",T Nagar,88,Delayed
355747,Narayanguda,Hyderabad,Grameen Kulfi,Low,120,4.4,100,"Ice Cream,Desserts",Kmit,24,In Time
355757,Kothapet,Hyderabad,Grameen Kulfi,Low,120,4.5,100,Ice Cream  Desserts,Magic Spoons Enterprises,46,Delayed
356195,Kurla,Mumbai,Cake Point,Low,100,2.9,80,"Bakery,Desserts,Indian,Combo,Sweets",Kurla West,44,In Time
356218,Kurla,Mumbai,Cake Junction,Low,100,2.9,80,"Bakery,Indian,Desserts,Combo,Sweets",Kurla West,44,In Time
356626,Rohini,Delhi,Chaap Kingdom,Low,300,4.2,20,Indian,Rohini,40,In Time
356688,Himayatnagar,Hyderabad,Baskin Robbins,Low,300,4.5,100,"Desserts,Ice Cream",Wajihuddin,27,In Time
357948,Pitam Pura,Delhi,The Pizza Club,Low,100,2.9,80,"Street Food,Chinese,Pizzas,Beverages",Nsp,55,Delayed
359046,Armane Nagar,Bangalore,Kailash Parbat,High,300,4.2,500,"Fast Food,North Indian,Street Food",Sadashivnagar,53,Delayed
359299,Erandwane,Pune,Miana'S Croissanterie,Low,200,4.5,50,Snacks,Law College Road,40,In Time
359582,Sanjay Nagar,Surat,Hotel Shyam Darshan,Low,200,2.9,80,"North Indian,Gujarati,Punjabi,Jain",Parvat Patiya,51,Delayed
359804,Nanpura,Surat,Grameen Kulfi,Low,120,4.6,100,"Ice Cream,Desserts",Athwa Gate Cirlce,28,In Time
361739,Kankurgachi,Kolkata,Cafe 324,Low,250,4.3,100,Snacks  Desserts  Beverages,Kankurgachi,41,In Time
361957,Parvat Patiya,Surat,Dalbati,Low,150,3.9,100,"Rajasthani,Indian",Punakumbharia Rd Parvat Patiya,39,In Time
362084,Punjagutta,Hyderabad,Absolute Froot,Low,150,2.9,80,Beverages,Somajiguda & Khairtabad,61,Delayed
363425,George Town,Chennai,Hotel Natarajah,Low,270,4.4,20,"South Indian,Chinese,North Indian",George Town,52,Delayed
363665,Naranpura,Ahmedabad,Prajapati Live Handvo And  Maggi,Low,200,2.9,80,"Chinese,Fast Food,Pastas",Naranpura,50,Delayed
363962,Pitam Pura,Delhi,Purple Forest.,Low,300,2.9,80,"Bakery,Desserts",Nsp,61,Delayed
365058,Ballygunge,Kolkata,Ramanee,Low,400,4.5,100,South Indian,South Kolkata,65,Delayed
365814,Baguiati,Kolkata,Sri Jagannath - Special Khaja,Low,200,4.6,100,"Sweets,Indian",Baguiati,78,Delayed
365894,Himayatnagar,Hyderabad,Frozen Bottle,Low,250,3.8,100,"Beverages,Ice Cream,Desserts",Rk Saboo Plaza,32,In Time
366167,Deccan Gymkhana,Pune,Haldiram,High,300,4.3,500,"Indian,Biryani,Fast Food,Snacks,Beverages,Sweets",Shivaji Nagar,45,Delayed
366790,Jam Bagh,Hyderabad,Subbu Mirchi Point,Low,100,4.1,100,"Street Food,Indian,Snacks",Kachiguda,29,In Time
366833,Raja Annamalai Puram,Chennai,Delisix,Low,250,3.9,50,"North Indian,Fast Food,Chaat",Mylapore,68,Delayed
366890,Koramangala,Bangalore,Hokart - Special Hot Momos,Low,150,4.3,50,"Fast Food,Street Food,Snacks,Chinese",Koramangala,47,Delayed
366997,Dilsukhnagar,Hyderabad,Madhu Ruchi Pure Veg Restaurant,Low,400,3.7,50,Chinese  Indian,Kothapet & Dilsukhnagar,45,Delayed
367606,Golpark,Kolkata,Mishti Ghor,High,200,4.2,500,"Sweets,Combo,Desserts,Bengali,Bakery,Beverages",South Kolkata,74,Delayed
367659,Rohini,Delhi,The Brooklyn Creamery - Healthy Ice Cream,Low,200,4.2,20,"Desserts,Ice Cream,Healthy Food",Rohini Rk,36,In Time
368340,Nava Vadaj,Ahmedabad,Patel Tiffin Service,Low,200,4.1,100,"Street Food,Indian",Naranpura,53,Delayed
368384,Chetpet,Chennai,Mayur Annalakshmi Sweets Savouries Spices,Low,200,4.5,100,"South Indian,North Indian,Beverages",Chetpet,35,In Time
368709,South Kolkata,Kolkata,Gourmet Ice Cream Cakes By Baskin Robbins,Low,200,4.3,20,Desserts  Ice Cream  Bakery,Purna Das Road,58,Delayed
369130,Tagore Garden Extension,Delhi,Keshav Bakery,Low,500,2.9,80,Bakery,Rajouri Garden,69,Delayed
369380,Central Bangalore,Bangalore,Gourmet Ice Cream Cakes By Baskin Robbins,Low,400,2.9,80,"Desserts,Ice Cream,Bakery",Triumph Towers,33,In Time
369381,Himayath Nagar,Hyderabad,Gourmet Ice Cream Cakes By Baskin Robbins,Low,300,2.9,80,"Desserts,Ice Cream,Bakery",Himayath Nagar Main Road,32,In Time
369475,Rohini,Delhi,Baskin Robbins,Low,250,3.8,20,"Desserts,Ice Cream",Rohini Rk,38,In Time
369558,Kankurgachi,Kolkata,Gourmet Ice Cream Cakes By Baskin Robbins,Low,400,2.9,80,"Desserts,Ice Cream,Bakery",Beliaghata,40,In Time
370701,Kurla,Mumbai,Birthday Party Cake Shop,Low,500,2.9,80,"Bakery,Desserts",Kurla,38,In Time
370908,Nsp,Delhi,Gourmet Ice Cream Cakes By Baskin Robbins,Low,300,2.9,80,"Desserts,Ice Cream,Bakery",Rani Bagh Pitampura,58,Delayed
371659,T. Nagar,Chennai,Dosai With A Twist,Low,250,2.9,80,Indian,T Nagar,72,Delayed
371769,Shivajinagar,Pune,Keventers Ice Creamery,Low,300,2.9,80,"Ice Cream,Desserts",Pavilion Mall Pune,48,Delayed
371781,Rohini,Delhi,Keventers Ice Creamery,Low,300,4.6,20,"Ice Cream,Desserts",Unity One Rohini Delhi,33,In Time
371878,Rohini,Delhi,Haunted Kitchen,Low,150,2.9,80,"Indian,Pizzas,Biryani,Beverages",Rohini,36,In Time
371924,New Alipore,Kolkata,Banana Leaf @ Komala Vilas,Low,500,4.4,100,"South Indian,Beverages",Alipore,86,Delayed
371935,Anna Nagar,Chennai,Mishra Pan Shop,Low,300,4.6,50,Paan,Annanagar,64,Delayed
371987,Chembur,Mumbai,Tiger Tiger,Low,400,2.9,80,Indian  Chinese  Italian,Kurla,48,Delayed
372444,Gulbai Tekra,Ahmedabad,New Girish Coldrinks,Low,200,4.1,50,"Juices,Beverages,Desserts",Paldi & Ambawadi,27,In Time
372600,Ghatkopar,Mumbai,Cremeborne,Low,300,4,50,Ice Cream  Beverages,Ghatkopar Vikhroli,44,In Time
373794,Basavanagudi,Bangalore,Bangarapet Bhel House,Low,110,2.9,80,"Indian,Snacks,Beverages",Basavanagudi,54,Delayed
374574,Ghatkopar East,Mumbai,Seven Spices Fast Food,Low,100,4.2,20,"Snacks,Fast Food,Indian,Chinese,Jain",Ghatkopar Vikhroli,48,Delayed
375499,Patel Nagar,Surat,Svagruh Bhojan,Low,250,2.9,80,"Fast Food,North Indian",Varachha,60,Delayed
375811,Nava Vadaj,Ahmedabad,Shreeji Sandwich Center,Low,200,2.9,80,"Street Food,Indian,Fast Food",Naranpura,50,Delayed
376271,Jayanagar,Bangalore,Nammur Joint,Low,200,2.9,80,"Fast Food,Snacks,Beverages,Ice Cream",Jayanagar,50,Delayed
376372,Navrangpura,Ahmedabad,Apnaa Addaa,Low,200,2.9,80,"Snacks,Beverages",Navrangpura,45,Delayed
376495,Kestopur,Kolkata,Punjabi By Taste,Low,350,3.2,20,"North Indian,Street Food,Chaat,South Indian,Thalis,Desserts,Beverages,Snacks,Ice Cream,Chinese,Italian",Salt Lake,80,Delayed
376584,Usmanpura,Ahmedabad,Mukesh Nagar Cholafali Center,Low,120,2.9,80,"Street Food,Snacks",Prahlad Nagar,37,In Time
377061,Central Kolkata,Kolkata,Keventers Ice Cream,Low,300,4.6,100,"Ice Cream,Desserts",Sarat Bose Road,64,Delayed
377381,Ghatkopar Vikhroli,Mumbai,Anhad Misal,Low,200,3.8,100,"Street Food,Maharashtrian",Ghatkopar Vikhroli,47,Delayed
377656,Piplod,Surat,Jalaram Chinese,Low,150,2.9,80,"Chinese,Fast Food",Piplod,46,Delayed
377729,Athwa,Surat,Shree Chamunda Rajasthani Dalbati,Low,250,2.9,80,"Indian,Chinese,Snacks",Athwa,45,Delayed
377930,Uppal,Hyderabad,Baskin Robbins,Low,250,4,20,Desserts  Ice Cream,Nacharam,61,Delayed
378133,Ruby Area,Kolkata,Krazzy For Icecream Sundae,Low,400,2.9,80,Desserts,Ruby Area,75,Delayed
378401,Paschim Vihar,Delhi,Sunny Bakery,Low,400,3.9,20,"Bakery,Desserts",Paschim Vihar,57,Delayed
378601,Navrangpura,Ahmedabad,Baskin Robbins,Low,250,3.7,20,"Desserts,Ice Cream",C G Road,36,In Time
378671,Alipore,Kolkata,Let'S Talk Momo,Low,300,4.1,20,"Chinese,Fast Food",Alipore,64,Delayed
380230,Burrabazar,Kolkata,Break-Inn Cafe,Low,250,2.9,80,Snacks  Beverages  Indian,Burrabazar,42,In Time
380520,Basavanagudi,Bangalore,Yelneer Katte,Low,130,3.4,20,Beverages,Basavanagudi,55,Delayed
381452,Indiranagar,Bangalore,Goli Vada Pav No .1,Low,100,4.4,100,"Maharashtrian,North Indian,Fast Food,Street Food",1St Stage,47,Delayed
381476,Nsp,Delhi,Kuremal Kulfi,Low,200,2.9,80,"Desserts,Indian",Nsp,46,Delayed
381559,Prahlad Nagar,Ahmedabad,Momo Master,Low,300,4,20,Chinese,Prahlad Nagar,45,Delayed
381743,Lake Town,Kolkata,Sendha Namak,Low,200,4.4,100,Healthy Food  Juices  Beverages  Snacks  Fast Food,Lake Town,83,Delayed
382302,Naranpura,Ahmedabad,Tasteilla Snacks,Low,100,2.9,80,"Snacks,Fast Food",Naranpura,53,Delayed
382348,Kharkhana & Trimulgherry,Hyderabad,The Moringa,Low,150,4.1,100,South Indian,Kharkhana & Trimulgherry,70,Delayed
382404,Indiranagar,Bangalore,Shanghai Social,Low,300,2.9,80,Chinese,Indiranagar,70,Delayed
382460,Himayath Nagar,Hyderabad,Venkateshwara Fast Food,Low,150,3.9,100,"Indian,Chinese,South Indian",Himayath Nagar,27,In Time
382691,Camp,Pune,Gourmet Ice Cream Cakes By Baskin Robbins,Low,250,2.9,80,"Desserts,Ice Cream,Bakery",Camp,36,In Time
383657,Charminar,Hyderabad,Salasar Chat And Tiffin Centre,Low,100,4.2,50,South Indian,Shamsheergunj,61,Delayed
383786,Kothrud,Pune,New Kalyan Bhel,Low,150,4.4,100,"Chaat,Snacks,South Indian,Beverages",Kothrud,60,Delayed
384217,Scruz Bandra East,Mumbai,Gourmet Ice Cream Cakes By Baskin Robbins,Low,350,2.9,80,"Desserts,Ice Cream,Bakery",Opposite Mumbai University Main Gate,33,In Time
384612,Burrabazar,Kolkata,Baskin Robbins,Low,250,4.5,100,"Desserts,Ice Cream",Kolkata Municipal Corporation,35,In Time
384883,Nallakunta & Vidyanagar,Hyderabad,Radhe Family Dhaba,Low,300,2.9,80,"Indian,Chinese",Nallakunta & Vidyanagar,41,In Time
385368,Kalyani Nagar,Pune,Getawhey- Healthy Ice Cream,Low,300,2.9,80,Ice Cream,Kalyani Nagar,51,Delayed
385379,Chembur,Mumbai,Bangalore Iyangar S Bakery,Low,200,4.7,100,"Bakery,Desserts",Chembur,45,Delayed
385443,Shivaji Nagar,Pune,Kirti,Low,400,4.6,20,"Indian,Beverages",Shivaji Nagar,37,In Time
385466,Naranpura,Ahmedabad,Vaishnav Farali World,Low,180,4.5,100,"Indian,Snacks",Naranpura,54,Delayed
385470,Warje,Pune,Warje Vadapav Center,Low,100,2.9,80,"North Indian,Fast Food,Maharashtrian",Warje,66,Delayed
385585,Triplicane,Chennai,Aradhana,Low,250,2.9,80,Indian,Royapettah,48,Delayed
385768,Indiranagar,Bangalore,Laali Da Dhaba,Low,300,2.9,80,Indian,Indiranagar,66,Delayed
385808,Malleshwaram,Bangalore,Vallari Roti And Snacks Ghar,Low,250,4.4,50,Indian,Malleshwaram,53,Delayed
386038,Dhanakawadi,Pune,Getawhey- Healthy Ice Cream,Low,300,2.9,80,Ice Cream,Narhe,76,Delayed
386329,Perambur,Chennai,Snaack Master,Low,200,2.9,80,"Continental,Snacks",Perambur,57,Delayed
386452,Vastrapur,Ahmedabad,Dilkhush Dabeli King,Low,100,2.9,80,"Snacks,Fast Food",Opposite Satyam Mall,48,Delayed
386524,Burrabazar,Kolkata,Celebration,Low,300,2.9,80,"Desserts,Bakery",Burrabazar,52,Delayed
386617,Powai,Mumbai,Jagnath Sweets And Dry Fruits,Low,100,2.9,80,"Sweets,Snacks",Powai,58,Delayed
386721,Varachha,Surat,Juneberry Cheesecake,Low,400,2.9,80,Fast Food,Varachha,60,Delayed
386983,Perambur,Chennai,Priya Veg Home Foods,Low,150,4.3,20,Indian,Perambur,68,Delayed
387248,Charminar,Hyderabad,Mohammedi Confectioners,Low,150,3.5,50,"Sweets,Snacks",Charminar,38,In Time
387861,Scruz Bandra East,Mumbai,Ruchika Food Sweets And Snacks Corner,Low,250,2.9,80,"Indian,Chinese,Snacks",Scruz Bandra East,39,In Time
388268,Vikaspuri,Delhi,Aggarwal Sweets,Low,200,3.8,100,"Snacks,Desserts",Janakpuri,74,Delayed
388314,Maninagar,Ahmedabad,Pjs Flavours Cafe,Low,450,2.9,80,"Bakery,Desserts,Fast Food,Pizzas,Pastas,Beverages",Maninagar,46,Delayed
388668,Burrabazar,Kolkata,Ganguram-Lal Bazar,Low,100,4.4,50,Indian  Chinese,Burrabazar,42,In Time
389187,Piplod,Surat,Moonstruck Coffee,Low,500,2.9,80,Beverages,Piplod,58,Delayed
389234,Lake Town,Kolkata,Vdesi Addicts,Low,350,2.9,80,Pastas,Lake Town,82,Delayed
389482,Charminar,Hyderabad,Fancy Ice Cream,Low,40,2.9,80,Ice Cream  Desserts,Charminar,44,In Time
389725,Bibwewadi,Pune,55 Biryanis,Low,300,2.9,80,Biryani,Bibwewadi,71,Delayed
390426,Athwa,Surat,Dalbati Hub,Low,200,2.9,80,Rajasthani,Athwa,44,In Time
390512,Naranpura,Ahmedabad,Priti'S Kitchen,Low,200,2.9,80,Snacks,Naranpura,54,Delayed
390659,Somajiguda & Khairtabad,Hyderabad,Dostea,Low,300,2.9,80,Beverages  Fast Food,Somajiguda & Khairtabad,56,Delayed
390780,T Nagar,Chennai,Cocoa & Creme,Low,300,2.9,80,Bakery,T Nagar,79,Delayed
390792,Ameerpet,Hyderabad,Rayudu Juice Shop,Low,120,4.8,50,Juices  Beverages  Ice Cream,Ameerpet,63,Delayed
390814,Shivaji Nagar,Pune,Icekraft,Low,400,2.9,80,Desserts,Shivaji Nagar,38,In Time
390912,Begumpet,Hyderabad,Ice Cream Corner,Low,200,2.9,80,Indian,Prakash Nagar,72,Delayed
391229,Chembur,Mumbai,The Juice Box,Low,299,4.5,20,"Juices,Beverages",Chembur,56,Delayed
391274,T Nagar,Chennai,Benaras,Low,300,4.3,50,"Chaat,Snacks,Fast Food,Beverages",T Nagar,66,Delayed
391418,Marol Sakinaka,Mumbai,Chasity Cheesecake,Low,350,2.9,80,"Desserts,Bakery",Marol Sakinaka,57,Delayed
